Act,Scene,Line,Text 
ACT III.,SCENE VIII.,36,
ACT III.,SCENE IX.,1,"FRANCIS, solus."
ACT III.,SCENE IX.,2,"Francis! Francis! Francis! What is all this? Where was thy courage?
where thy once so fertile wit? Woe! Woe! And to be betrayed by thy
own instruments! The pillars of my good fortune are tottering to their
fall, the fences are broken down, and the raging enemy is already
bursting in upon me. Well! this calls for some bold and sudden resolve!
What if I went in person�and secretly plunged this sword in his body?
A wounded man is but a child. Quick! I'll do it. (He walks with a
resolute step to the end of the stage, but stops suddenly as if overcome
by sensations of horror). Who are these gliding behind me? (Rolling
his eyes fearfully) Faces such as I have never yet beheld. What
hideous yells do I hear! I feel that I have courage�courage! oh yes to
overflowing! But if a mirror should betray me? or my shadow! or the
whistling of the murderous stroke! Ugh! Ugh! How my hair bristles! A
shudder creeps through my frame. (He lets a poigniard fall from under
his clothes.) I am no coward�perhaps somewhat too tenderhearted. Yes!
that is it! These are the last struggles of expiring virtue. I revere
them. I should indeed be a monster were I to become the murderer of my
own brother. No! no! no! That thought be far from me! Let me cherish
this vestige of humanity. I will not murder. Nature, thou hast
conquered. I still feel something here that seems like�affection. He
shall live.
                            [Exit.]

             Enter HERMANN, timidly."
ACT III.,SCENE IX.,3,HERMANN. Lady Amelia! Lady Amelia!
ACT III.,SCENE IX.,4,AMELIA. Unhappy man! why dost thou disturb me?
ACT III.,SCENE IX.,5,"HERMANN. I must throw this weight from my soul before it drags it down to
      hell. (Falls down before her.) Pardon! pardon! I have grievously injured
      you, Lady Amelia!"
ACT III.,SCENE IX.,6,AMELIA. Arise! depart! I will hear nothing. (Going.)
ACT III.,SCENE IX.,7,"HERMANN (detaining her). No; stay! In the name of Heaven! In the name of
      the Eternal! You must know all!"
ACT III.,SCENE IX.,8,"AMELIA. Not another word. I forgive you. Depart in peace. (In the act of
      going.)"
ACT III.,SCENE IX.,9,"HERMANN. Only one word�listen; it will restore all your peace of
      mind."
ACT III.,SCENE IX.,10,"AMELIA (turning back and looking at him with astonishment). How, friend?
      Who in heaven or on earth can restore my peace of mind?"
ACT III.,SCENE IX.,11,HERMANN. One word from my lips can do it. Hear me!
ACT III.,SCENE IX.,12,"AMELIA (seizing his hand with compassion). Good sir! Can one word from thy
      lips burst asunder the portals of eternity?"
ACT III.,SCENE IX.,13,HERMANN. (rising). Charles lives!
ACT III.,SCENE IX.,14,AMELIA (screaming). Wretch!
ACT III.,SCENE IX.,15,HERMANN. Even so. And one word more. Your uncle�
ACT III.,SCENE IX.,16,AMELIA. (rushing upon him). Thou liest!
ACT III.,SCENE IX.,17,HERMANN. Your uncle�
ACT III.,SCENE IX.,18,AMELIA. Charles lives?
ACT III.,SCENE IX.,19,HERMANN. And your uncle�
ACT III.,SCENE IX.,20,AMELIA. Charles lives?
ACT III.,SCENE IX.,21,HERMANN. And your uncle too�betray me not!
ACT III.,SCENE IX.,22,(HERMANN runs off)
ACT III.,SCENE IX.,23,"AMELIA (stands a long while like one petrified; after which she starts up
      wildly, and rushes after HERMANN.) Charles lives!"
ACT III.,SCENE IX.,24,
ACT III.,SCENE II.�Country near the Danube.,1,"THE ROBBERS (encamped on a rising ground, under trees,
           their horses are grazing below.)"
ACT III.,SCENE II.�Country near the Danube.,2,"CHARLES. Here must I lie (throwing himself upon the ground). I feel as if
      my limbs were all shattered. My tongue is as dry as a potsherd (SCHWEITZER
      disappears unperceived.) I would ask one of you to bring me a handful of
      water from that stream, but you are all tired to death."
ACT III.,SCENE II.�Country near the Danube.,3,SCHWARZ. Our wine-flasks too are all empty.
ACT III.,SCENE II.�Country near the Danube.,4,"CHARLES. See how beautiful the harvest looks! The trees are breaking with
      the weight of their fruit. The vines are full of promise."
ACT III.,SCENE II.�Country near the Danube.,5,GRIMM. It is a fruitful year.
ACT III.,SCENE II.�Country near the Danube.,6,"CHARLES. Do you think so? Then at least one toil in the world will be
      repaid. One? Yet in the night a hailstorm may come and destroy it all."
ACT III.,SCENE II.�Country near the Danube.,7,"SCHWARZ. That is very possible. It all may be destroyed an hour before the
      reaping."
ACT III.,SCENE II.�Country near the Danube.,8,"CHARLES. Just what I say. All will be destroyed. Why should man prosper in
      that which he has in common with the ant, while he fails in that which
      places him on a level with the gods. Or is this the aim and limit of his
      destiny?"
ACT III.,SCENE II.�Country near the Danube.,9,SCHWARZ. I know not.
ACT III.,SCENE II.�Country near the Danube.,10,"CHARLES. Thou hast said well; and wilt have done better, if thou never
      seekest to know. Brother, I have looked on men, their insect cares and
      their giant projects,�their god-like plans and mouse-like
      occupations, their intensely eager race after happiness�one trusting
      to the fleetness of his horse,�another to the nose of his ass,�a
      third to his own legs; this checkered lottery of life, in which so many
      stake their innocence and their leaven to snatch a prize, and,�blanks
      are all they draw�for they find, too late, that there was no prize
      in the wheel. It is a drama, brother, enough to bring tears into your
      eyes, while it shakes your sides with laughter."
ACT III.,SCENE II.�Country near the Danube.,11,SCHWARZ. How gloriously the sun is setting yonder!
ACT III.,SCENE II.�Country near the Danube.,12,CHARLES (absorbed in the scene). So dies a hero! Worthy of adoration!
ACT III.,SCENE II.�Country near the Danube.,13,SCHWARZ. You seem deeply moved.
ACT III.,SCENE II.�Country near the Danube.,14,"CHARLES. When I, was but a boy�it was my darling thought to live
      like him, like him to die�(with suppressed grief.) It was a boyish
      thought!"
ACT III.,SCENE II.�Country near the Danube.,15,"GRIMM. It was, indeed."
ACT III.,SCENE II.�Country near the Danube.,16,"CHARLES. There was a time�(pressing his hat down upon his face). I
      would be alone, comrades."
ACT III.,SCENE II.�Country near the Danube.,17,"SCHWARZ. Moor! Moor! Why, what the deuce! How his color changes."
ACT III.,SCENE II.�Country near the Danube.,18,GRIMM. By all the devils! What ails him? Is he ill?
ACT III.,SCENE II.�Country near the Danube.,19,"CHARLES. There was a time when I could not have slept had I forgotten my
      evening prayers."
ACT III.,SCENE II.�Country near the Danube.,20,"GRIMM. Are you beside yourself? Would you let the remembrances of your
      boyish years school you now?"
ACT III.,SCENE II.�Country near the Danube.,21,CHARLES (lays his head upon the breast of GRIMM). Brother! Brother!
ACT III.,SCENE II.�Country near the Danube.,22,GRIMM. Come! Don't play the child�I pray you
ACT III.,SCENE II.�Country near the Danube.,23,CHARLES. Oh that I were-that I were again a child!
ACT III.,SCENE II.�Country near the Danube.,24,GRIMM. Fie! fie!
ACT III.,SCENE II.�Country near the Danube.,25,"SCHWARZ. Cheer up! Behold this smiling landscape�this delicious
      evening!"
ACT III.,SCENE II.�Country near the Danube.,26,"CHARLES. Yes, friends, this world is very lovely�"
ACT III.,SCENE II.�Country near the Danube.,27,"SCHWARZ. Come, now, that was well said."
ACT III.,SCENE II.�Country near the Danube.,28,CHARLES. This earth so glorious!�
ACT III.,SCENE II.�Country near the Danube.,29,GRIMM. Right�right�I love to hear you talk thus.
ACT III.,SCENE II.�Country near the Danube.,30,"CHARLES. (sinking back). And I so hideous in' this lovely world� a
      monster on this glorious earth!"
ACT III.,SCENE II.�Country near the Danube.,31,GRIMM. Oh dear! oh dear!
ACT III.,SCENE II.�Country near the Danube.,32,"CHARLES. My innocence! give me back my innocence! Behold, every living
      thing is gone forth to bask in the cheering rays of the vernal sun�why
      must I alone inhale the torments of hell out of the joys of heaven? All
      are so happy, all so united in brotherly love, by the spirit of peace! The
      whole world one family, and one Father above�but He not my father! I
      alone the outcast, I alone rejected from the ranks of the blessed�the
      sweet name of child is not for me�never for me the soul-thrilling
      glance of her I love�never, never the bosom friend's embrace�(starting
      back wildly)�surrounded by murderers�hemmed in by hissing
      vipers� riveted to vice with iron fetters�whirling headlong on
      the frail reed of sin to the gulf of perdition�amid the blooming
      flowers of a glad world, a howling Abaddon!"
ACT III.,SCENE II.�Country near the Danube.,33,SCHWARZ (to the others). How strange! I never saw him thus before.
ACT III.,SCENE II.�Country near the Danube.,34,"CHARLES (with melancholy). Oh, that I might return again to my mother's
      womb. That I might be born a beggar! I should desire no more,�no
      more, oh heaven!�but that I might be like one of those poor
      laborers! Oh, I would toil till the blood streamed down my temples�to
      buy myself the luxury of one guiltless slumber�the blessedness of a
      single tear."
ACT III.,SCENE II.�Country near the Danube.,35,"GRIMM (to the others). A little patience�the paroxysm is nearly
      over."
ACT III.,SCENE II.�Country near the Danube.,36,"CHARLES. There was a time when my tears flowed so freely. Oh, those days
      of peace! Dear home of my fathers�ye verdant halcyon vales! O all ye
      Elysian scenes of my childhood!�will you never return?�will
      your delicious breezes never cool my burning bosom? Mourn with me, Nature,
      mourn! They will never return! never will their delicious breezes cool my
      burning bosom! They are gone! gone! irrevocably gone!"
ACT III.,SCENE II.�Country near the Danube.,37,Enter SCHWEITZER with water in his hat.
ACT III.,SCENE II.�Country near the Danube.,38,"SCHWEITZER (offering him water in his hat). Drink, captain; here is plenty
      of water, and cold as ice."
ACT III.,SCENE II.�Country near the Danube.,39,SCHWARZ. You are bleeding! What have you been doing?
ACT III.,SCENE II.�Country near the Danube.,40,"SCHWEITZER. A bit of a freak, you fool, which had well-nigh cost me two
      legs and a neck. As I was frolicking along the steep sandbanks of the
      river, plump, in a moment, the whole concern slid from under me, and I
      after it, some ten fathoms deep;�there I lay, and, as I was
      recovering my five senses, lo and behold, the most sparkling water in the
      gravel! Not so much amiss this time, said I to myself, for the caper I
      have cut. The captain will be sure to relish a drink."
ACT III.,SCENE II.�Country near the Danube.,41,"CHARLES (returns him the hat and wipes his face). But you are covered with
      mud, Schweitzer, and we can't see the scar which the Bohemian horseman
      marked on your forehead�your water was good, Schweitzer�and
      those scars become you well."
ACT III.,SCENE II.�Country near the Danube.,42,SCHWEITZER. Bah! There's room for a score or two more yet.
ACT III.,SCENE II.�Country near the Danube.,43,"CHARLES. Yes, boys�it was a hot day's work�and only one man
      lost. Poor Roller! he died a noble death. A marble monument would be
      erected to his memory had he died in any other cause than mine. Let this
      suffice. (He wipes the tears from his eyes.) How many, did you say, of the
      enemy were left on the field?"
ACT III.,SCENE II.�Country near the Danube.,44,"SCHWEITZER. A hundred and sixty huzzars, ninety-three dragoons, some forty
      chasseurs�in all about three hundred."
ACT III.,SCENE II.�Country near the Danube.,45,"CHARLES. Three hundred for one! Every one of you has a claim upon this
      head. (He bares his head.) By this uplifted dagger! As my Soul liveth, I
      will never forsake you!"
ACT III.,SCENE II.�Country near the Danube.,46,"SCHWEITZER. Swear not! You do not know but you may yet be happy, and
      repent your oath."
ACT III.,SCENE II.�Country near the Danube.,47,CHARLES. By the ashes of my Roller! I will never forsake you.
ACT III.,SCENE II.�Country near the Danube.,48,Enter KOSINSKY.
ACT III.,SCENE II.�Country near the Danube.,49,"KOSINSKY (aside). Hereabouts, they say, I shall find him. Ha! What faces
      are these? Should they be�if these�they must be the men! Yes,
      'tis they,'tis they! I will accost them."
ACT III.,SCENE II.�Country near the Danube.,50,SCHWARZ. Take heed! Who goes there?
ACT III.,SCENE II.�Country near the Danube.,51,"KOSINSKY. Pardon, sirs. I know not whether I am going right or wrong."
ACT III.,SCENE II.�Country near the Danube.,52,"CHARLES. Suppose right, whom do you take us to be?"
ACT III.,SCENE II.�Country near the Danube.,53,KOSINSKY. Men!
ACT III.,SCENE II.�Country near the Danube.,54,"SCHWEITZER. I wonder, captain, whether we have given any proof of that?"
ACT III.,SCENE II.�Country near the Danube.,55,"KOSINSKY. I am in search of men who can look death in the face, and let
      danger play around then like a tamed snake; who prize liberty above life
      or honor; whose very names, hailed by the poor and the oppressed, appal
      the boldest, and make tyrants tremble."
ACT III.,SCENE II.�Country near the Danube.,56,"SCHWEITZER (to the Captain). I like that fellow. Hark ye, friend! You have
      found your men."
ACT III.,SCENE II.�Country near the Danube.,57,"KOSINSKY. So I should think, and I hope soon to find them brothers. You
      can direct me to the man I am looking for. 'Tis your captain, the great
      Count von Moor."
ACT III.,SCENE II.�Country near the Danube.,58,"SCHWEITZER (taking him warmly by the hand). There's a good lad. You and I
      must be chums."
ACT III.,SCENE II.�Country near the Danube.,59,CHARLES (coming nearer). Do you know the captain?
ACT III.,SCENE II.�Country near the Danube.,60,"KOSINSKY. Thou art he!�in those features�that air�who
      can look at thee, and doubt it? (Looks earnestly at him for some time). I
      have always wished to see the man with the annihilating look, as he sat on
      the ruins of Carthage.* That wish is realized."
ACT III.,SCENE II.�Country near the Danube.,61,*[Alluding to Caius Marius. See Plutarch's Lives.]
ACT III.,SCENE II.�Country near the Danube.,62,SCHWEITZER. A mettlesome fellow!�
ACT III.,SCENE II.�Country near the Danube.,63,CHARLES. And what brings you to me?
ACT III.,SCENE II.�Country near the Danube.,64,"KOSINSKY. Oh, captain! my more than cruel fate. I have suffered
      shipwrecked on the stormy ocean of the world; I have seen all my fondest
      hopes perish; and nought remains to me but a remembrance of the bitter
      past, which would drive me to madness, were I not to drown it by directing
      my energies to new objects."
ACT III.,SCENE II.�Country near the Danube.,65,CHARLES. Another arraignment of the ways of Providence! Proceed.
ACT III.,SCENE II.�Country near the Danube.,66,"KOSINSKY. I became a soldier. Misfortune still followed me in the army. I
      made a venture to the Indies, and my ship was shivered on the rocks�nothing
      but frustrated hopes! At last, I heard tell far and wide of your valiant
      deeds, incendiarisms, as they called them, and I came straightway hither,
      a distance of thirty leagues, firmly resolved to serve under you, if you
      will deign to accept my services. I entreat thee, noble captain, refuse me
      not!"
ACT III.,SCENE II.�Country near the Danube.,67,"SCHWEITZER (with a leap into the air). Hurrah! Hurrah! Our Roller replaced
      ten hundred-fold! An out-and-out brother cut-throat for our troop."
ACT III.,SCENE II.�Country near the Danube.,68,CHARLES. What is your name?
ACT III.,SCENE II.�Country near the Danube.,69,KOSINSKY. Kosinsky.
ACT III.,SCENE II.�Country near the Danube.,70,"CHARLES. What? Kosinsky! And do you know that you are but a thoughtless
      boy, and are embarking on the most weighty passage of your life as
      heedlessly as a giddy girl? You will find no playing at bowls or ninepins
      here, as you probably imagine."
ACT III.,SCENE II.�Country near the Danube.,71,"KOSINSKY. I understand you, sir. I am,'tis true, but four-and-twenty years
      old, but I have seen swords glittering, and have heard balls whistling
      around me."
ACT III.,SCENE II.�Country near the Danube.,72,"CHARLES. Indeed, young gentleman? And was it for this that you took
      fencing lessons, to run poor travellers through the body for the sake of a
      dollar, or stab women in the back? Go! go! You have played truant to your
      nurse because she shook the rod at you."
ACT III.,SCENE II.�Country near the Danube.,73,"SCHWEITZER. Why, what the devil, captain! what are you about? Do you mean
      to turn away such a Hercules? Does he not look as if he could baste
      Marechal Saxe across the Ganges with a ladle?"
ACT III.,SCENE II.�Country near the Danube.,74,"CHARLES. Because your silly schemes miscarry, you come here to turn rogue
      and assassin! Murder, boy, do you know the meaning of that word? You may
      have slumbered in peace after cropping a few poppy-heads, but to have a
      murder on your soul�"
ACT III.,SCENE II.�Country near the Danube.,75,KOSINSKY. All the murders you bid me commit be upon my head!
ACT III.,SCENE II.�Country near the Danube.,76,"CHARLES. What! Are you so nimble-witted? Do you take measure of a man to
      catch him by flattery? How do you know that I am not haunted by terrific
      dreams, or that I shall not tremble on my death-bed?�How much have
      you already done of which you have considered the responsibility?"
ACT III.,SCENE II.�Country near the Danube.,77,"KOSINSKY. Very little, I must confess; excepting this long journey to you,
      noble count�"
ACT III.,SCENE II.�Country near the Danube.,78,"CHARLES. Has your tutor let the story of Robin Hood�get into your
      hands? Such careless rascals ought to be sent to the galleys. And has it
      heated your childish fancy, and infected you with the mania of becoming a
      hero? Are you thirsting for honor and fame? Would you buy immortality by
      deeds of incendiarism? Mark me, ambitious youth! No laurel blooms for the
      incendiary. No triumph awaits the victories of the bandit�nothing
      but curses, danger, death, disgrace. Do you see the gibbet yonder on the
      hill?"
ACT III.,SCENE II.�Country near the Danube.,79,"SPIEGEL (going up and down indignantly). Oh, how stupid! How abominably,
      unpardonably stupid! That's not the way. I went to work in a very
      different manner."
ACT III.,SCENE II.�Country near the Danube.,80,"KOSINSKY. What should he fear, who fears not death?"
ACT III.,SCENE II.�Country near the Danube.,81,"CHARLES. Bravo! Capital! You have made good use of your time at school;
      you have got your Seneca cleverly by heart. But, my good friend, you will
      not be able with these fine phrases to cajole nature in the hour of
      suffering; they will never blunt the biting tooth of remorse. Ponder on it
      well, my son! (Takes him by the hand.) I advise you as a father. First
      learn the depth of the abyss before you plunge headlong into it. If in
      this world you can catch a single glimpse of happiness�moments may
      come when you-awake,�and then�it may be too late. Here you
      step out as it were beyond the pale of humanity�you must either be
      more than human or a demon. Once more, my son! if but a single spark of
      hope glimmer for you elsewhere, fly this fearful compact, where nought but
      despair enters, unless a higher wisdom has so ordained it. You may deceive
      yourself�believe me, it is possible to mistake that for strength of
      mind which in reality is nothing more than despair. Take my counsel! mine!
      and depart quickly."
ACT III.,SCENE II.�Country near the Danube.,82,"KOSINSKY. No! I will not stir. If my entreaties fail to move you, hear but
      the story of my misfortunes. And then you will force the dagger into my
      hand as eagerly as you now seek to withhold it. Seat yourselves awhile on
      the grass and listen."
ACT III.,SCENE II.�Country near the Danube.,83,CHARLES. I will hear your story.
ACT III.,SCENE II.�Country near the Danube.,84,"KOSINSKY. Know, then, that I am a Bohemian nobleman. By the early death of
      my father I became master of large possessions. The scene of my domain was
      a paradise; for it contained an angel�a maid adorned with all the
      charms of blooming youth, and chaste as the light of heaven. But to whom
      do I talk of this? It falls unheeded on your cars�ye never loved, ye
      were never beloved�"
ACT III.,SCENE II.�Country near the Danube.,85,"SCHWEITZER. Gently, gently! The captain grows red as fire."
ACT III.,SCENE II.�Country near the Danube.,86,"CHARLES. No more! I'll hear you some other time�to-morrow,�or
      by-and-by, or�after I have seen blood."
ACT III.,SCENE II.�Country near the Danube.,87,"KOSINSKY. Blood, blood! Only hear on! Blood will fill your whole soul. She
      was of citizen birth, a German�but her look dissolved all the
      prejudices of aristocracy. With blushing modesty she received the bridal
      ring from my hand, and on the morrow I was to have led my AMELIA to the
      altar. (CHARLES rises suddenly.) In the midst of my intoxicating dream of
      happiness, and while our nuptials were preparing, an express summoned me
      to court. I obeyed the summons. Letters were shown me which I was said to
      have written, full of treasonable matter. I grew scarlet with indignation
      at such malice; they deprived me of my sword, thrust me into prison, and
      all my senses forsook me."
ACT III.,SCENE II.�Country near the Danube.,88,SCHWEITZER. And in the meantime�go on! I already scent the game.
ACT III.,SCENE II.�Country near the Danube.,89,"KOSINSKY. There I lay a whole month, and knew not what was taking place. I
      was full of anxiety for my Amelia, who I was sure would suffer the pangs
      of death every moment in apprehension of my fate. At last the prime
      minister makes his appearance,�congratulates me in honey-sweet words
      on the establishment of my innocence,�reads to me a warrant of
      discharge,�and returns me my sword. I flew in triumph to my castle,
      to the arms of my Amelia, but she had disappeared! She had been carried
      off, it was said, at midnight, no one knew whither, and no eye had beheld
      her since. A suspicion instantly flashed across my mind. I rushed to the
      capital�I made inquiries at court�all eyes were upon me,�no
      one would give me information. At last I discovered her through a grated
      window of the palace�she threw me a small billet."
ACT III.,SCENE II.�Country near the Danube.,90,SCHWEITZER. Did I not say so?
ACT III.,SCENE II.�Country near the Danube.,91,"KOSINSKY. Death and destruction! The contents were these! They had given
      her the choice between seeing me put to death, and becoming the mistress
      of the prince. In the struggle between honor and love she chose the
      latter, and (with a bitter smile) I was saved."
ACT III.,SCENE II.�Country near the Danube.,92,SCHWEITZER. And what did you do then?
ACT III.,SCENE II.�Country near the Danube.,93,"KOSINSKY. Then I stood like one transfixed with a thunderbolt! Blood was
      my first thought, blood my last! Foaming at the mouth, I ran to my
      quarters, armed myself with a two-edged sword, and, with all haste, rushed
      to the minister's house, for he�he alone�had been the fiendish
      pander. They must have observed me in the street, for, as I went up, I
      found all the doors fastened. I searched, I enquired. He was gone, they
      said, to the prince. I went straight thither, but nobody there would know
      anything about him. I return, force the doors, find the base wretch, and
      was on the point when five or six servants suddenly rushed on me from
      behind, and wrenched the weapon from my hands."
ACT III.,SCENE II.�Country near the Danube.,94,"SCHWEITZER (stamping the ground). And so the fellow got off clear, and you
      lost your labor?"
ACT III.,SCENE II.�Country near the Danube.,95,"KOSINSKY. I was arrested, accused, criminally prosecuted, degraded, and�mark
      this�transported beyond the frontier, as a special favor. My estates
      were confiscated to the minister, and Amelia remained in the clutches of
      the tiger, where she weeps and mourns away her life, while my vengeance
      must keep a fast, and crouch submissively to the yoke of despotism."
ACT III.,SCENE II.�Country near the Danube.,96,"SCHWEITZER (rising and whetting his sword). That is grist to our mill,
      captain! There is something here for the incendiaries!"
ACT III.,SCENE II.�Country near the Danube.,97,"CHARLES (who has been walking up and down in violent agitation, with a
      sudden start to the ROBBERS). I must see her. Up! collect your baggage�you'll
      stay with us, Kosinsky! Quick, pack up!"
ACT III.,SCENE II.�Country near the Danube.,98,THE ROBBERS. Where to? What?
ACT III.,SCENE II.�Country near the Danube.,99,"CHARLES. Where to? Who asks that question? (Fiercely to SCHWEITZER)
      Traitor, wouldst thou keep me back? But by the hope for heaven!"
ACT III.,SCENE II.�Country near the Danube.,100,"SCHWEITZER. I, a traitor? Lead on to hell and I will follow you!"
ACT III.,SCENE II.�Country near the Danube.,101,"CHARLES (falling on his neck). Dear brother! thou shalt follow me. She
weeps, she mourns away her life. Up! quickly! all of you! to
Franconia! In a week we must be there.
                         [Exeunt.]"
ACT III.,SCENE II.�Country near the Danube.,102,
ACT IV.,"SCENE I.�Rural scenery in the neighborhood of CHARLES VON MOOR'S
      castle.",1,"CHARLES VON MOOR, KOSINSKY, at a distance."
ACT IV.,"SCENE I.�Rural scenery in the neighborhood of CHARLES VON MOOR'S
      castle.",2,"CHARLES. Go forward, and announce me. You remember what you have to say?"
ACT IV.,"SCENE I.�Rural scenery in the neighborhood of CHARLES VON MOOR'S
      castle.",3,"KOSINSKY. You are Count Brand, you come from Mecklenburg. I am your
groom. Do not fear, I shall take care to play my part. Farewell!
                         [Exit.]"
ACT IV.,"SCENE I.�Rural scenery in the neighborhood of CHARLES VON MOOR'S
      castle.",4,"CHARLES. Hail to thee, Earth of my Fatherland (kisses the earth.) Heaven
      of my Fatherland! Sun of my Fatherland! Ye meadows and hills, ye streams
      and woods! Hail, hail to ye all! How deliciously the breezes are wafted
      from my native hills? What streams of balmy perfume greet the poor
      fugitive! Elysium! Realms of poetry! Stay, Moor, thy foot has strayed into
      a holy temple. (Comes nearer.)"
ACT IV.,"SCENE I.�Rural scenery in the neighborhood of CHARLES VON MOOR'S
      castle.",5,"See there! the old swallow-nests in the castle yard!�-and the little
garden-gate!�and this corner of the fence where I so often watched in
ambuscade to teaze old Towzer!�and down there in the green valley,
where, as the great Alexander, I led my Macedonians to the battle of
Arbela; and the grassy hillock yonder, from which I hurled the Persian
satrap�and then waved on high my victorious banner! (He smiles.) The
golden age of boyhood lives again in the soul of the outcast. I was
then so happy, so wholly, so cloudlessly happy�and now�behold all my
prospects a wreck! Here should I have presided, a great, a noble, an
honored man�here have�lived over again the years of boyhood in the
blooming�children of my Amelia�here!�here have been the idol of my
people�but the foul fiend opposed it (Starting.) Why am I here? To
feel like the captive when the clanking of his chains awakes him from
his dream of liberty. No, let me return to my wretchedness! The
captive had forgotten the light of day, but the dream of liberty flashes
past his eyes like a blaze of lightning in the night, which leaves it
darker than before. Farewell, ye native vales! once ye saw Charles as a
boy, and then Charles was happy. Now ye have seen the man his happiness
turned to despair! (He moves rapidly towards the most distant point of
the landscape, where he suddenly stops and casts a melancholy look
across to the castle.) Not to behold her! not even one look?�and only
a wall between me and Amelia! No! see her I must!�and him too!�though
it crush me! (He turns back.) Father! father! thy son approaches. Away
with thee, black, reeking gore! Away with that grim, ghastly look of
death! Oh, give me but this one hour free! Amelia! Father! thy
Charles approaches! (He goes quickly towards the castle.) Torment me
when the morning dawns�give me no rest with the coming night�beset me
in frightful dreams! But, oh! poison not this my only hour of bliss!
(He is standing at the gate.) What is it I feel? What means this, Moor?
Be a man! These death-like shudders�foreboding terrors.
                            [Enters.]"
ACT IV.,"SCENE I.�Rural scenery in the neighborhood of CHARLES VON MOOR'S
      castle.",6,
ACT IV.,SCENE II.*�Gallery in the Castle.,1,"*[In some editions this is the third scene,
       and there is no second.]

           Enter CHARLES VON MOOR, AMELIA."
ACT IV.,SCENE II.*�Gallery in the Castle.,2,"AMELIA. And are you sure that you should know his portrait among these
      pictures?"
ACT IV.,SCENE II.*�Gallery in the Castle.,3,"CHARLES. Oh, most certainly! his image has always been fresh in my memory.
      (Passing along thee pictures.) This is not it."
ACT IV.,SCENE II.*�Gallery in the Castle.,4,"AMELIA. You are right! He was the first count, and received his patent of
      nobility from Frederic Barbarossa, to whom he rendered some service
      against the corsairs."
ACT IV.,SCENE II.*�Gallery in the Castle.,5,"CHARLES (still reviewing the pictures). Neither is it this�nor this�
      nor that�it is not among these at all."
ACT IV.,SCENE II.*�Gallery in the Castle.,6,AMELIA. Nay! look more attentively! I thought you knew him.
ACT IV.,SCENE II.*�Gallery in the Castle.,7,"CHARLES. As well as my own father! This picture wants the sweet expression
      around the mouth, which distinguished him from among a thousand. It is not
      he."
ACT IV.,SCENE II.*�Gallery in the Castle.,8,"AMELIA. You surprise me. What! not seen him for eighteen years, and still�"
ACT IV.,SCENE II.*�Gallery in the Castle.,9,"CHARLES (quickly, with a hectic blush). Yes, this is he! (He stands as if
      struck by lightning.)"
ACT IV.,SCENE II.*�Gallery in the Castle.,10,AMELIA. An excellent man!
ACT IV.,SCENE II.*�Gallery in the Castle.,11,"CHARLES (absorbed in the contemplation of the picture). Father! father!
      forgive me! Yes, an excellent man! (He wipes his eyes.) A godlike man!"
ACT IV.,SCENE II.*�Gallery in the Castle.,12,AMELIA. You seem to take a deep interest in him.
ACT IV.,SCENE II.*�Gallery in the Castle.,13,"CHARLES. Oh, an excellent man! And he is gone, you say!"
ACT IV.,SCENE II.*�Gallery in the Castle.,14,"AMELIA. Gone! as our best joys perish. (Gently taking him by the hand.)
      Dear Sir, no happiness ripens in this world."
ACT IV.,SCENE II.*�Gallery in the Castle.,15,"CHARLES. Most true, most true! And have you already proved this truth by
      sad experience? You, who can scarcely yet have seen your twenty-third
      year?"
ACT IV.,SCENE II.*�Gallery in the Castle.,16,"AMELIA. Yes, alas, I have proved it. Whatever lives, lives to die in
      sorrow. We engage our hearts, and grasp after the things of this world,
      only to undergo the pang of losing them."
ACT IV.,SCENE II.*�Gallery in the Castle.,17,"CHARLES. What can you have lost, and yet so young?"
ACT IV.,SCENE II.*�Gallery in the Castle.,18,"AMELIA. Nothing�everything�nothing. Shall we go on, count?*"
ACT IV.,SCENE II.*�Gallery in the Castle.,19,"*[In the acting edition is added�
   ""MOOR. And would you learn forgetfulness in that holy garb there?
   (Pointing to a nun's habit.)
   ""AMELIA. To-morrow I hope to do so. Shall we continue our walk,
   sir?""]"
ACT IV.,SCENE II.*�Gallery in the Castle.,20,"CHARLES. In such haste? Whose portrait is that on the right? There is an
      unhappy look about that countenance, methinks."
ACT IV.,SCENE II.*�Gallery in the Castle.,21,"AMELIA. That portrait on the left is the son of the count, the present
      count. Come, let us pass on!"
ACT IV.,SCENE II.*�Gallery in the Castle.,22,CHARLES. But this portrait on the right?
ACT IV.,SCENE II.*�Gallery in the Castle.,23,"AMELIA. Will you not continue your walk, Sir?"
ACT IV.,SCENE II.*�Gallery in the Castle.,24,"CHARLES. But this portrait on the right hand? You are in tears, Amelia?
      [Exit AMELIA, in precipitation.]"
ACT IV.,SCENE II.*�Gallery in the Castle.,25,"CHARLES. She loves me, she loves me! Her whole being began to rebel,
and the traitor tears rolled down her cheeks. She loves me! Wretch,
hast thou deserved this at her hands? Stand I not here like a condemned
criminal before the fatal block? Is this the couch on which we so often
sat�where I have hung in rapture on her neck? Are these my ancestral
halls? (Overcome by the sight of his father's portrait.) Thou�thou�
Flames of fire darting from thine eyes�His curse�His curse�He disowns
me�Where am I? My sight grows dim�Horrors of the living God�'Twas I,
'twas I that killed my father!
                        [He rushes off]

         Enter FRANCIS VON MOOR, in deep thought."
